preqc_genome_name,postqc_genome_name,sample_or_strain_name,genome_status,checkm2_postqc_Completeness,checkm2_postqc_Contamination,checkm2_postqc_Genome_Size,checkm2_preqc_Completeness,checkm2_preqc_Contamination,checkm2_preqc_Genome_Size,gtdbtk_classification,gtdbtk_closest_genome_reference,gunc_postqc_n_contigs,gunc_postqc_pass.GUNC,gunc_preqc_n_contigs,gunc_preqc_pass.GUNC
SRR30598636_bin.22.orig,cleaned_SRR30598636_bin.22.orig_filtered_kept_contigs,SRR30598636,MAG,90.74,0.39,1528007,90.74,0.39,1528007,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc lactis,GCF_014651235.1,59,TRUE,59,TRUE
SRR30598636_bin.29.orig,cleaned_SRR30598636_bin.29.orig_filtered_kept_contigs,SRR30598636,MAG,99.98,1.02,2043684,99.99,0.97,2103890,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis,GCF_900113455.1,35,TRUE,36,TRUE
SRR30598636_bin.43.permissive,cleaned_SRR30598636_bin.43.permissive_filtered_kept_contigs,SRR30598636,MAG,90.65,0.46,1967793,90.92,2.43,2433985,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis,GCF_000156655.1,166,TRUE,467,FALSE
SRR30598636_bin.44.orig,cleaned_SRR30598636_bin.44.orig_filtered_kept_contigs,SRR30598636,MAG,91.65,0.04,1920860,91.68,0.04,1921872,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_G;s__Enterococcus_G sp913775425,GCF_913775425.1,209,TRUE,210,TRUE
SRR30598636_bin.46.strict,cleaned_SRR30598636_bin.46.strict_filtered_kept_contigs,SRR30598636,MAG,97.58,0.32,1305827,99.04,0.38,1341429,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__RUG410;s__RUG410 sp934229625,GCA_934229625.1,216,TRUE,239,FALSE
SRR30598636_bin.47.orig,cleaned_SRR30598636_bin.47.orig_filtered_kept_contigs,SRR30598636,MAG,93.91,1.44,2377745,93.97,1.39,2415846,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A intestinisimiae,GCF_018918345.1,59,TRUE,64,TRUE
SRR30598636_bin.5.orig,cleaned_SRR30598636_bin.5.orig_filtered_kept_contigs,SRR30598636,MAG,98.96,0.25,1862540,98.96,0.25,1897095,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinihominis,GCF_040096285.1,309,TRUE,317,FALSE
SRR30598636_bin.50.orig,cleaned_SRR30598636_bin.50.orig_filtered_kept_contigs,SRR30598636,MAG,98.16,0.62,1836516,99.02,0.62,1840036,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335,GCA_025757685.1,126,TRUE,127,TRUE
SRR30598636_bin.51.orig,cleaned_SRR30598636_bin.51.orig_filtered_kept_contigs,SRR30598636,MAG,91.19,2.45,2988539,91.15,2.95,2997860,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000436915,GCA_000436915.1,177,TRUE,178,TRUE
SRR30598636_bin.52.strict,cleaned_SRR30598636_bin.52.strict_filtered_kept_contigs,SRR30598636,MAG,96.18,0.31,2060340,97.85,1.71,2127944,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,GCF_000785515.1,207,TRUE,249,TRUE
SRR30598636_bin.54.strict,cleaned_SRR30598636_bin.54.strict_filtered_kept_contigs,SRR30598636,MAG,96.64,0.15,1778247,96.68,0.23,1792916,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845,GCA_003526845.1,193,TRUE,214,TRUE
SRR30598636_bin.55.orig,cleaned_SRR30598636_bin.55.orig_filtered_kept_contigs,SRR30598636,MAG,96.72,0.54,2183170,96.72,0.54,2183170,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp934504345,GCF_934504345.1,169,TRUE,169,TRUE
SRR30598636_bin.7.orig,cleaned_SRR30598636_bin.7.orig_filtered_kept_contigs,SRR30598636,MAG,97.89,4.26,2163296,98.42,3.9,2262071,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Catenibacterium;s__Catenibacterium mitsuokai,GCA_964259225.1,241,TRUE,260,FALSE
SRR30598636_bin.8.orig,cleaned_SRR30598636_bin.8.orig_filtered_kept_contigs,SRR30598636,MAG,93.25,0.09,2979117,93.25,0.09,2979117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900543975,GCA_900543975.1,223,TRUE,223,TRUE
SRR30598637_bin.10.orig,cleaned_SRR30598637_bin.10.orig_filtered_kept_contigs,SRR30598637,MAG,96.14,0.03,3208898,95.94,0.03,3248650,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella merdae,GCF_900290275.1,68,TRUE,71,TRUE
SRR30598637_bin.13.permissive,cleaned_SRR30598637_bin.13.permissive_filtered_kept_contigs,SRR30598637,MAG,98.2,1.61,2176666,98.14,2.88,2713758,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis,GCF_000156655.1,195,TRUE,346,FALSE
SRR30598637_bin.14.orig,cleaned_SRR30598637_bin.14.orig_filtered_kept_contigs,SRR30598637,MAG,96.23,0.13,1954269,96.23,0.13,1958941,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435,GCA_000432435.1,79,TRUE,80,TRUE
SRR30598637_bin.15.orig,cleaned_SRR30598637_bin.15.orig_filtered_kept_contigs,SRR30598637,MAG,99.54,0.31,2365506,99.54,0.31,2365506,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,GCF_003269275.1,24,TRUE,24,TRUE
SRR30598637_bin.18.orig,cleaned_SRR30598637_bin.18.orig_filtered_kept_contigs,SRR30598637,MAG,100,0.28,2916617,100,0.27,2973657,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,GCF_000020225.1,41,TRUE,43,TRUE
SRR30598637_bin.2.orig,cleaned_SRR30598637_bin.2.orig_filtered_kept_contigs,SRR30598637,MAG,98.56,0.1,2033464,99.98,0.14,2180292,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,GCF_010669225.1,331,TRUE,363,FALSE
SRR30598637_bin.20.strict,cleaned_SRR30598637_bin.20.strict_filtered_kept_contigs,SRR30598637,MAG,97.88,0.91,2743639,97.88,0.93,2754395,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis,GCF_003315195.1,119,TRUE,130,TRUE
SRR30598637_bin.28.orig,cleaned_SRR30598637_bin.28.orig_filtered_kept_contigs,SRR30598637,MAG,99.99,0.84,2546644,99.99,0.83,2550153,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium,GCF_029023785.1,129,TRUE,130,TRUE
SRR30598637_bin.31.orig,cleaned_SRR30598637_bin.31.orig_filtered_kept_contigs,SRR30598637,MAG,92.64,1.66,3722592,99.39,2.13,3852169,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum,GCA_012317185.1,275,TRUE,286,TRUE
SRR30598637_bin.32.strict,cleaned_SRR30598637_bin.32.strict_filtered_kept_contigs,SRR30598637,MAG,96.44,0.29,2260817,96.93,0.53,2277128,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,GCF_000196555.1,87,TRUE,105,TRUE
SRR30598637_bin.34.orig,cleaned_SRR30598637_bin.34.orig_filtered_kept_contigs,SRR30598637,MAG,91.62,1.19,3059992,91.62,1.19,3059992,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,GCF_025145845.1,114,TRUE,114,TRUE
SRR30598637_bin.35.orig,cleaned_SRR30598637_bin.35.orig_filtered_kept_contigs,SRR30598637,MAG,99.88,0.5,3807389,99.94,0.59,3896486,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus,GCF_000190535.1,180,TRUE,191,TRUE
SRR30598637_bin.4.orig,cleaned_SRR30598637_bin.4.orig_filtered_kept_contigs,SRR30598637,MAG,95.54,3.85,3922917,95.96,3.79,3967603,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,GCF_000701705.1,361,TRUE,367,TRUE
SRR30598637_bin.41.strict,cleaned_SRR30598637_bin.41.strict_filtered_kept_contigs,SRR30598637,MAG,96.4,0.28,4571485,99.74,1.11,4726968,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,155,TRUE,211,TRUE
SRR30598637_bin.42.orig,cleaned_SRR30598637_bin.42.orig_filtered_kept_contigs,SRR30598637,MAG,99.85,1.97,3978591,99.85,1.97,3978591,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecalis,GCF_003991565.1,127,TRUE,127,TRUE
SRR30598637_bin.43.strict,cleaned_SRR30598637_bin.43.strict_filtered_kept_contigs,SRR30598637,MAG,99.92,0,3259925,99.92,0,3273084,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis_A,GCF_001553605.1,117,TRUE,134,TRUE
SRR30598637_bin.44.orig,cleaned_SRR30598637_bin.44.orig_filtered_kept_contigs,SRR30598637,MAG,92.86,0.21,2235375,92.87,1.47,2256171,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis,GCF_900167555.1,369,TRUE,376,TRUE
SRR30598637_bin.6.strict,cleaned_SRR30598637_bin.6.strict_filtered_kept_contigs,SRR30598637,MAG,99.97,0.39,3058258,99.98,0.45,3104117,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,GCF_000265365.1,31,TRUE,57,TRUE
SRR30598637_bin.7.strict,cleaned_SRR30598637_bin.7.strict_filtered_kept_contigs,SRR30598637,MAG,99.74,0.15,2570962,99.91,0.18,2604936,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,GCF_951793255.1,227,TRUE,243,TRUE
SRR30598637_bin.8.orig,cleaned_SRR30598637_bin.8.orig_filtered_kept_contigs,SRR30598637,MAG,90.58,3.16,2411706,90.6,3.2,2420553,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii,GCF_025144665.1,296,TRUE,298,TRUE
SRR30598637_bin.9.strict,cleaned_SRR30598637_bin.9.strict_filtered_kept_contigs,SRR30598637,MAG,93.23,1.72,3169986,94.34,2.48,3256729,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp934191715,GCF_949820605.1,156,TRUE,267,TRUE
SRR30598639_clean_bin.1.strict,cleaned_SRR30598639_clean_bin.1.strict_filtered_kept_contigs,SRR30598639,MAG,95.65,2.85,2979917,95.7,2.84,3018387,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus sp934270935,GCA_934270935.1,92,TRUE,130,TRUE
SRR30598639_clean_bin.14.orig,cleaned_SRR30598639_clean_bin.14.orig_filtered_kept_contigs,SRR30598639,MAG,97.41,1.23,2664638,97.41,1.23,2664638,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C amylophila,GCF_025567465.1,80,TRUE,80,TRUE
SRR30598639_clean_bin.16.orig,cleaned_SRR30598639_clean_bin.16.orig_filtered_kept_contigs,SRR30598639,MAG,94.38,0.27,2072896,94.31,0.25,2091465,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__UMGS902 sp934467415,GCA_934467415.1,142,TRUE,148,TRUE
SRR30598639_clean_bin.22.orig,cleaned_SRR30598639_clean_bin.22.orig_filtered_kept_contigs,SRR30598639,MAG,99.42,0.09,1930907,99.42,0.09,1930907,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp003526845,GCA_003526845.1,61,TRUE,61,TRUE
SRR30598639_clean_bin.26.orig,cleaned_SRR30598639_clean_bin.26.orig_filtered_kept_contigs,SRR30598639,MAG,99.81,1.46,2352882,99.81,1.46,2352882,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp022718015,GCA_022718015.1,14,TRUE,14,TRUE
SRR30598639_clean_bin.30.orig,cleaned_SRR30598639_clean_bin.30.orig_filtered_kept_contigs,SRR30598639,MAG,92.06,0,2589569,92.33,0,2647879,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__WG-1;s__WG-1 sp900539665,GCA_900539665.1,150,TRUE,156,TRUE
SRR30598639_clean_bin.32.orig,cleaned_SRR30598639_clean_bin.32.orig_filtered_kept_contigs,SRR30598639,MAG,94.9,0.64,1945396,94.9,0.59,1955583,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625,GCA_900543625.1,132,TRUE,135,TRUE
SRR30598639_clean_bin.42.orig,cleaned_SRR30598639_clean_bin.42.orig_filtered_kept_contigs,SRR30598639,MAG,99.79,1.04,2773213,99.79,0.97,2818452,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1889;s__UMGS1889 sp900556055,GCA_902463265.1,77,TRUE,87,TRUE
SRR30598639_clean_bin.48.orig,cleaned_SRR30598639_clean_bin.48.orig_filtered_kept_contigs,SRR30598639,MAG,95.92,0.24,2738117,95.92,1.84,2785862,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum,GCF_025567525.1,163,TRUE,171,FALSE
SRR30598639_clean_bin.5.orig,cleaned_SRR30598639_clean_bin.5.orig_filtered_kept_contigs,SRR30598639,MAG,98.96,0.8,2261300,98.83,0.93,2265263,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,,39,TRUE,40,TRUE
SRR30598639_clean_bin.50.orig,cleaned_SRR30598639_clean_bin.50.orig_filtered_kept_contigs,SRR30598639,MAG,91.82,0,2618915,92.36,0,2664653,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900540885,GCA_900540885.1,208,TRUE,216,TRUE
SRR30598639_clean_bin.52.orig,cleaned_SRR30598639_clean_bin.52.orig_filtered_kept_contigs,SRR30598639,MAG,96.01,0.16,2069315,96.98,0.24,2118183,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris,GCF_020687165.1,182,TRUE,187,TRUE
SRR30598639_clean_bin.53.orig,cleaned_SRR30598639_clean_bin.53.orig_filtered_kept_contigs,SRR30598639,MAG,100,0,4371715,100,0,4401067,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,105,TRUE,106,TRUE
SRR30598639_clean_bin.55.orig,cleaned_SRR30598639_clean_bin.55.orig_filtered_kept_contigs,SRR30598639,MAG,96.82,0.42,2835975,96.55,0.64,2861073,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585,GCA_003531585.1,97,TRUE,101,TRUE
SRR30598639_clean_bin.56.orig,cleaned_SRR30598639_clean_bin.56.orig_filtered_kept_contigs,SRR30598639,MAG,99.92,0.06,2378550,99.92,0.06,2378550,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815,GCA_000431815.1,32,TRUE,32,TRUE
SRR30598639_clean_bin.6.orig,cleaned_SRR30598639_clean_bin.6.orig_filtered_kept_contigs,SRR30598639,MAG,91.58,1.06,1962270,91.58,1.06,1962270,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale,GCF_040096305.1,93,TRUE,93,TRUE
SRR30598639_clean_bin.61.orig,cleaned_SRR30598639_clean_bin.61.orig_filtered_kept_contigs,SRR30598639,MAG,92.78,0.96,2891751,92.78,0.96,2891751,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp902781225,GCA_902781225.1,157,TRUE,157,TRUE
SRR30598639_clean_bin.63.orig,cleaned_SRR30598639_clean_bin.63.orig_filtered_kept_contigs,SRR30598639,MAG,99.92,1.94,2401259,99.93,1.93,2409931,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis,GCA_004000625.1,130,TRUE,132,TRUE
SRR30598639_clean_bin.66.orig,cleaned_SRR30598639_clean_bin.66.orig_filtered_kept_contigs,SRR30598639,MAG,97.91,0,1518020,98.5,0,1541143,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter infans,GCA_009827235.1,98,TRUE,101,TRUE
SRR30598639_clean_bin.67.strict,cleaned_SRR30598639_clean_bin.67.strict_filtered_kept_contigs,SRR30598639,MAG,97.78,0.45,1757158,97.78,0.45,1761834,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875,GCF_900542875.1,35,TRUE,40,TRUE
SRR30598639_clean_bin.8.orig,cleaned_SRR30598639_clean_bin.8.orig_filtered_kept_contigs,SRR30598639,MAG,93.96,3.15,2680413,93.96,3.15,2680413,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis,GCF_020687505.1,44,TRUE,44,TRUE
SRR30598644_bin.10.strict,cleaned_SRR30598644_bin.10.strict_filtered_kept_contigs,SRR30598644,MAG,93.33,1.75,2142807,93.46,1.73,2175827,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius_D,GCF_002094975.1,189,TRUE,222,TRUE
SRR30598644_bin.13.orig,cleaned_SRR30598644_bin.13.orig_filtered_kept_contigs,SRR30598644,MAG,99.88,0.27,2020817,99.77,0.28,2053794,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus mucosae,GCF_001436025.1,40,TRUE,45,TRUE
SRR30598644_bin.14.orig,cleaned_SRR30598644_bin.14.orig_filtered_kept_contigs,SRR30598644,MAG,96.94,0.25,3242515,96.99,0.25,3309648,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,GCF_000949455.1,146,TRUE,155,FALSE
SRR30598644_bin.15.orig,cleaned_SRR30598644_bin.15.orig_filtered_kept_contigs,SRR30598644,MAG,96.14,2.13,2949415,96.14,1.98,3033196,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis,GCF_003315195.1,33,TRUE,57,FALSE
SRR30598644_bin.16.orig,cleaned_SRR30598644_bin.16.orig_filtered_kept_contigs,SRR30598644,MAG,99.97,0.09,3349076,99.99,0.16,3374534,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625,GCF_002265625.1,73,TRUE,75,TRUE
SRR30598644_bin.23.strict,cleaned_SRR30598644_bin.23.strict_filtered_kept_contigs,SRR30598644,MAG,91.58,1.09,1633689,91.83,1.06,1642394,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus hominis,GCF_014287335.1,90,TRUE,100,TRUE
SRR30598644_bin.26.orig,cleaned_SRR30598644_bin.26.orig_filtered_kept_contigs,SRR30598644,MAG,90.22,0.07,3494686,91.25,0.06,3582916,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae,GCF_025151215.1,226,TRUE,242,FALSE
SRR30598644_bin.27.orig,cleaned_SRR30598644_bin.27.orig_filtered_kept_contigs,SRR30598644,MAG,90.49,0.32,3852892,90.76,0.31,3877462,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,GCF_025147485.1,166,TRUE,168,TRUE
SRR30598644_bin.28.strict,cleaned_SRR30598644_bin.28.strict_filtered_kept_contigs,SRR30598644,MAG,94.45,0.44,2999780,94.51,0.55,3023134,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,GCF_025145845.1,65,TRUE,96,FALSE
SRR30598644_bin.29.strict,cleaned_SRR30598644_bin.29.strict_filtered_kept_contigs,SRR30598644,MAG,94.52,3.24,3665239,94.74,3.53,3712265,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,GCF_000701705.1,567,TRUE,587,TRUE
SRR30598644_bin.3.strict,cleaned_SRR30598644_bin.3.strict_filtered_kept_contigs,SRR30598644,MAG,96.35,0.54,2976994,96.71,0.54,2987218,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta,GCF_000024265.1,234,TRUE,246,TRUE
SRR30598644_bin.30.orig,cleaned_SRR30598644_bin.30.orig_filtered_kept_contigs,SRR30598644,MAG,91.99,1.2,4382545,91.99,1.22,4396239,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea symbiosa,GCF_000466485.1,276,TRUE,278,TRUE
SRR30598644_bin.31.strict,cleaned_SRR30598644_bin.31.strict_filtered_kept_contigs,SRR30598644,MAG,93.6,0.25,3823376,93.49,0.33,3861443,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,217,TRUE,246,TRUE
SRR30598644_bin.33.orig,cleaned_SRR30598644_bin.33.orig_filtered_kept_contigs,SRR30598644,MAG,91.11,1.09,1896421,91.11,1.09,1896421,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp900543625,GCA_900543625.1,147,TRUE,147,TRUE
SRR30598644_bin.35.orig,cleaned_SRR30598644_bin.35.orig_filtered_kept_contigs,SRR30598644,MAG,95.35,0.66,4250571,95.39,0.66,4256305,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,GCF_000012845.1,204,TRUE,206,TRUE
SRR30598644_bin.38.strict,cleaned_SRR30598644_bin.38.strict_filtered_kept_contigs,SRR30598644,MAG,99.99,0.13,2599479,99.99,0.14,2613274,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio sp900556755,GCF_951793255.1,201,TRUE,214,TRUE
SRR30598644_bin.39.orig,cleaned_SRR30598644_bin.39.orig_filtered_kept_contigs,SRR30598644,MAG,96.32,0.36,2465059,96.84,0.36,2475001,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795,GCA_022009815.1,118,TRUE,121,TRUE
SRR30598644_bin.40.orig,cleaned_SRR30598644_bin.40.orig_filtered_kept_contigs,SRR30598644,MAG,94,0.08,3761022,94.45,0.08,3782816,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp022741625,GCA_022741625.1,151,TRUE,152,TRUE
SRR30598644_bin.41.orig,cleaned_SRR30598644_bin.41.orig_filtered_kept_contigs,SRR30598644,MAG,92.31,2.26,1623438,92.31,2.26,1623438,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantarius,GCF_000154985.1,73,TRUE,73,TRUE
SRR30598644_bin.42.orig,cleaned_SRR30598644_bin.42.orig_filtered_kept_contigs,SRR30598644,MAG,99.5,1.19,2419916,99.59,1.19,2433240,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__Duodenibacillus sp900544255,GCA_900544255.1,125,TRUE,126,TRUE
SRR30598644_bin.43.orig,cleaned_SRR30598644_bin.43.orig_filtered_kept_contigs,SRR30598644,MAG,99.96,0.64,3559167,99.96,0.76,3588575,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii,GCF_000239295.1,130,TRUE,133,TRUE
